vesselId,letterPart_호제외,number_호있는것,number_호없는것,koreanNameCandidates
88c5a4b26-6a48-c7ac-6dbc-7bebafc11185,TAE PYEONG,,887,태평
88d1eeb10-0b8e-2519-e72b-cec8c0386015,YONG SEONG HO@,,,용성 | 영성
88d7c8cce-eb71-9767-d8bd-bc63b68b2a91,SUNG KAWANG,,,성카왕 | 승카왕 | 숭카왕
88e35fba4-4d9d-204d-0716-46d449b33527,SEON YANG,,,선양 | 선향
891119393-3b06-f44b-c33d-54ca75bbe427,BAN SEOK,,,반석
892f32f56-61be-95de-7243-00e92a36422d,DAE YOUNG,,,대영 | 대용
893a60bd9-9edf-6651-419d-10bd6c7f2a00,DAE WHA,106호,,대화
895e456db-b7ba-9820-70ec-ccab478eb33b,U DAM,,,우담
89b9cb402-2b15-89bc-76b1-d380eb6e8f8d,KING STAR,,,
89c0ca21e-e9c3-bbdf-2ead-35199f88acb9,YOUNG JIN,,607,영진 | 용진
89c2f2fc8-8a1d-b3a8-55ed-b938c53b84b8,EAGLES,,,
89ce1af18-8fc6-03fc-3367-698259a83a71,MOON CHANG,,,문창
89fe5a62e-eca4-446e-1e49-cbdfa3bceb77,SAMGE,1호,,
8a08cf5e3-31b8-b11b-b579-60c97209a5b4,HANSUNG,,,한성 | 한승 | 한숭
8a1133e5d-d0d1-4987-ab5f-45cf41ba4de0,PIL SEUNG,,,
8a16dbdba-a4c8-6f3e-1b7b-c1e9ea9073d2,JEIL,2005호,,제일
8a49be7d2-2beb-b75d-b89e-8bd592d90251,JE HANG JIN,,2013,제항진 | 제행진
8a637c0f4-42be-f7f2-531e-65aa36481411,TAE YEONG,2호,,태영
8a6e76a8d-d74d-8b6f-611f-df5fc0706237,SAM GWANG,,,삼광
8a908ca33-3b45-ad10-6013-e2de7d8607f3,UNBONG,,,운봉 | 은봉
8a92c0f5c-cb51-f980-3d64-9cb92ba31310,JE CHEON SEUNG,3호,,제천승 | 제천세웅
8acebe96b-b219-3980-4434-491ded0def03,YONGJUFISHING,,,
8adbb8dff-fe24-f3c0-48b6-e94e28bfe328,MAN KYUNG,2022호,,만경
8ae136c32-21e5-15e8-35b6-70a71f28c8d6,KUM SUNG,,,금성 | 금승 | 금숭
8aef7dbf0-0a06-e37c-f3c4-de5583d80a14,CHIN SEON,,,친선 | 진선
8b0de590f-f710-97e7-b40a-185103705805,DAE YANG,,,대양
8b140c249-9275-87b7-75fb-6e861c3f826a,JE SEONG,,,제성
8b172f85c-c224-7c29-82ca-5de017d698f2,CHANGDAE,,,창대
8b352cb4b-b66b-4fdf-2c2d-e79a44569c89,YOO HYUN,,,유현
8b3ade420-0152-caa7-2f73-479395d4422a,GIL JEONG,608호,,길정
8b48f0c6b-b624-36cf-8d69-a0978e3120c0,YEONG GWANG,,,영광
8b53d0398-8082-c239-e5f6-67f45199d11d,NO. SEJIN,,6,세진
8b5975286-6da5-e318-5205-2dd29078acd5,NAM YEONG,705호,,남영
8b62dc1b9-9a1b-7af3-1224-55ab6bfc3f54,KWANG MYUNG,,,광명
8b695907d-daba-8ce9-06b5-5d09010f0607,HITMASI,,,
8b823f15c-cceb-ec99-5405-420c77a1ddd6,DONGIL,,12,동일
8b968e4c4-46c5-83f7-1919-41df0b2bd1af,BOK UN,,,복운 | 복은
8ba43c3c1-158e-26a9-2939-dc336842cc3f,JE IL,,,제일
8bae43f7a-a2a8-4095-a15b-859dfc846490,GEUMGANG,,,금강
8bd84c682-2dc3-5100-56d4-8686a2a0302b,GOLDEN SEA NO,,1,
8be172ae4-4ebd-0158-ca1f-5ade2c4ad516,NA LA,,,나라
8c02c3a05-5c57-9e72-fbfc-2f18789560d1,ARCADIA,,,
8c2b8b4e9-9270-f624-247b-4c247ace42d5,KCG@,,120,
8c3014062-2eca-9821-0572-79e8578de4d9,SEON YANG,,,선양 | 선향
8c31a09e7-7350-627e-8240-d2e94f619bb4,SEONIN,,,선인
8c3a919d8-808c-87e0-4cfd-40c938e036eb,CHEON SA HO@,,52,천사
8c433c596-6172-6549-4389-7bfdcfb25e14,MJ STAR,,,
8c4754f6a-abe3-cd36-2f20-bce4d35c87cf,DAE BAK,,,대박
8c53ad865-5af6-72a4-8731-86b6bfa2136a,SEONG GWANG,,,성광
8c5d0b69f-f047-a2d8-e957-c0578103b0ae,DEA YANG,1호,,대양 | 대향
8c61be440-01ef-389f-e0c4-1c74b7057c47,CHANG SUNG,,,창성 | 창승 | 창숭
8c79bed78-8b97-5e0d-7645-d0f293d6626c,DAEMYUNG,708호,,대명
8c81cefb0-0caf-a3d4-7624-44fcc8883739,JAICO,,55,
8c9fd8e8f-f595-2f1d-209f-773a553044c8,NEW MYEONG RANG,,,
8cb1cb716-670d-03a7-b0f9-f8dd249fae26,HAE SIN,,,해신
8cbc9aa06-68f4-520b-9eba-a070ebbb8542,SIN YUNG,,,신영 | 신용
8cc8e1134-4c2c-2ce1-d9e0-c78eefb86f22,SIN YANG,,,신양 | 신향
8d1dd0b18-8571-d5f7-922b-2553f82af21c,BAEKSEUNG,,,백세웅
8d2064fee-e651-e0b3-ad9e-0afdff990a2d,JUNGIL,,0,중일 | 정일 | 준길
8d36fcfeb-bd8a-a2fa-5f43-8a4345369dda,JUYOUNG,,,주영 | 주용
8d37174d9-9eab-c7f7-fe8f-3a3015797bc4,SSANG YONG,,,쌍용
8d3c9e6bb-bca9-1def-96d0-d7cb618eba01,YEONG NAM,,,영남
8d4b3d9e9-9c1c-ed1d-760b-4a00d2ab2b3b,ROO MI,,,
8d882c1ac-cd64-ceaf-3f1f-14c12a6ec4cd,DAE JIN,,,대진
8d9f11f28-8970-0a93-49fc-3857341085cb,CHANG HEUNG,,1,창흥
8da8e6fd6-637a-50d5-0f42-15c55e0092fd,DAE GWANG,,,대광
8dab62f1e-ed0d-5663-f525-8dda6a5fe036,GWANGYANG,,,광양
8dbbc1c78-8890-2b07-b047-657e2990ed33,SU YUNG,25호,,수영 | 수용
8dc7849a1-1e20-708c-5664-f0de5813b61d,JAE JIN HEUNG,301호,,재진흥
8de5c6d78-8047-af60-2ce6-61d5e2c20bc5,DO SUNG,,,도성 | 도승 | 도숭
8e0267460-04db-124d-59bc-3304b63f5b15,KCG,,218,
8e182438b-b4cc-fc09-3ae8-6c8e5882782b,JIN HEUNG,5호,,진흥
8e30958b5-5c51-990f-d59a-d4bd38acc079,DEA WON,,,대원
8e4338b86-6921-7682-beae-d3e17c7f7a6b,HANSUNG,,,한성 | 한승 | 한숭
8e4c329bf-f200-afd1-facf-fb100fe79063,HYUNJIN,,,현진
8e57c3737-7550-3c9a-5b03-7b6967a3de7b,HYUNG UK,,,형욱
8e87b26cc-c865-b4f7-b888-949fcde18905,MOIRI,,,모이리
8e89ed682-276a-2063-63b6-8a39e6c33f24,DAEHEUNG,,,대흥
8e9117b57-7c63-f1a9-6956-0026fabef060,BU GWANG,,,부광
8e97539ed-d4f5-3464-cc72-23fd99e26b99,HANIL,,101,한일
8e983b726-653f-dc46-95a0-ac74028138bd,GEOSEONG,,,거성
8ea39fd38-8efa-9fce-b1b5-7cb4f581f110,JEONGSUN,,55,정순 | 정선
8ea76a40a-abf7-c9f5-93c0-0a2db1739894,DEA SUNG,,3,대성 | 대승 | 대숭
8eaa6cfb8-8f1b-b50f-906b-61a2eba987b2,YU SUNG,,,유성 | 유승 | 유숭
8eafa0e46-6067-f7a2-f83b-d730ea1baf49,BANGJE,,17,방제
8ef939222-286d-f1d9-8192-85cdfd874b43,YOUJO,,,유조
8f309fc55-524a-9d62-788e-6ebfa42877f9,SIN SEONG,,,신성
8f361f80d-d04a-0fc4-047c-9ed74967391b,MYUNG JIN,,,명진
8f3b98d76-6123-44fe-ecd1-7000e7333c59,GYEONG MIN,,,경민
8f464ba56-6d34-db0e-bfe3-79c84e3cdeb3,CHANGDAI,,,창대
8f4de03ad-dbc2-18ef-5582-0aa32c7276ad,NEWKOREAFISHING,,,
8f766a0a4-4fd9-2779-6af7-c3e1c15db049,SUJIN,,,수진
8f90f53c1-1008-b14c-aa75-9c8538a56bdc,SEUNGJIN,,103,승진 | 세웅진
8fa61048b-b8bf-4b49-ca97-31641cd4ed91,BO KANG,,,보강
8fbb66520-08db-92e6-a8ac-2690e7626a10,KORYEO,,15,고려
8fcfefadb-b4c2-bd8f-c0f8-34edd6f60215,JE NAM SEONG,2호,,제남성
8fd532834-4e37-e53a-3b78-0094b039f05a,SUUN BOK,1호,,수운복 | 수은복
9001f6b2b-ba82-9eb3-4e3f-036a685d66e5,DEOKYONG.,,,덕용
900685f3d-dc64-5835-f553-32c012812941,DEOK JIN,18호,,덕진
900e212c3-3b7a-de07-0451-fc4d7d7752e5,BEUMJIN,,99,범진
901255aaa-ac67-c5ec-442a-4996cc76b167,GEUM GANG,2호,,금강
9016df529-9c26-8fc5-a980-8f403454b590,GIL SUNG,,,길성 | 길승 | 길숭
901d9ac21-1c11-13e4-d130-4490d5254768,SOON CHANG,,,순창 | 소온창
90346c51f-ff97-8e56-9649-1a1f8de83ffe,FISHING LAND,,,
903f091b3-3df9-8eff-3f65-b7241c2e6dcf,TAEGWANG,,,태광
90672f575-50a1-29bd-78b2-0d497d57dbb3,HAN SAEM,,,한샘
9093896f5-5b57-ccc5-87b3-ecb111cae693,NALA,,,나라
909512e5c-cc9b-4e44-ad61-7f8c7e88f8f3,HEALING MASTER HO@,,,
90b180775-5aa9-1efd-5e28-bfec2202261f,PUNGSEONG,,33,풍성
90b455ae0-05ed-80ef-c270-868a420b4809,KEUMYEONG,202호,,금영 | 크명
90be65ce2-2027-79f1-4511-6ade1932f8bc,KEUM LL,,,
910730987-7fe1-a548-7a74-dea3920d3b8b,MILEU,,,
911b7bc4d-d900-7c5e-e638-5c86dcf46ae0,NEWGWANGMYEONG,,,
911ef2b7b-bcdc-7377-8e16-b301a85bf6f5,KWANG SEONG,,,광성
9127aea02-21d9-dd2d-e1a3-35b154a7fe19,MIN JAE,,,민재
913c28efa-a70b-9d31-d630-e12b9b32baf1,MO BI DIC@,,,
914eb3d86-64ba-9cec-48e3-0ddef30004de,SIN JIN,,,신진
915b825ea-a737-a089-6b7c-aa73d94c94bc,GILYANG,,,길양
915beb05c-c9ee-8c09-67f1-5e2cd0b47e04,SEOUNG BOK,,,서웅복
9175b0a34-4591-a6b1-1cfa-817337490231,KAYNGYEANG,,,
919ef707a-acfc-7238-5c9a-c8dd24b60947,KANGNAM,,,강남
91b54ba0d-dbb2-5107-8a15-233b6f8ace65,YOUNGJIN,,,영진
92225a48d-ddb5-a316-cc81-be3996c5035b,WON JIN,,,원진
924d54326-6f27-a7e3-0002-5a9f8559ea0a,SONG EUN,,,송은 | 성은
925da1d60-0869-22b4-93d2-357402c35740,HONGKEUM,,,홍금
9260b30b6-6eef-107e-7189-8093de5a982c,JANG HYUN,,,장현
926754564-4dbf-0176-3e6f-8d82b622e561,BU SEONG,,,부성
926b408f7-7991-7e75-160c-9590b78ece0d,NAM SUNG,,,남성 | 남승 | 남숭
926f5745b-bd5c-ab26-22c7-5731ef17ab9e,NAMJIN,,,남진
927acf5fa-a351-bb16-427c-5263f3855dd0,YUN CHANG,,,윤창
92892c2bb-b8f1-74d2-5152-17eb78b4571c,SU YUNG,,,수영 | 수용
9293a4acc-cc19-1c29-8914-0f9230ac7329,WA TTA,,,
929afd63d-d785-cd45-d68f-fcadcf55442d,SOOYANG,,2,수양
929d6ee6e-e6f3-9998-7570-5e4fc8683337,NO. TAE HWA,,1,태화
92a4b8a77-7cc4-d4b7-6bfc-372b24f64f35,KUN YEONG,,,군영
92a526d86-6407-f01f-194d-f785def9c807,DEOG YANG,,,덕양 | 덕향
92a92e283-37ce-8091-21dc-c598336cd0cd,DAE KWANG,6호,,대광
92b7cecb7-74e0-81e8-70bd-e83f309937da,WOONG EI,,,
92c656f10-0079-56ef-11eb-9f8cb8e22af4,KYUNGSUNG,,1,경성 | 경승 | 경숭
92c6ceae6-6025-3783-6aa2-5808291064b3,DU MO,,,두모
92cc23b81-10c8-4364-7f70-a26404da1787,BEST NO.,,3,
92ec7e828-81cf-a7c4-ec6c-bdadfd935869,YONG JIN,2021호,,용진
930b6de48-8964-4b9a-ab92-9dbe9140cf7f,HAE SIN,,,해신
9311da18a-ac72-352b-9220-3f65657810d6,DAE BOK,,107,대복
932f6ebac-c6f8-36a1-b07e-3c7d436e647b,HYEON JIN,,,현진
933ac285b-b828-d4ce-f844-8611586b5866,SUNYANG,,,
9347e9e07-734d-a441-1633-4ac3faf7f3e4,DURI,,,두리
935dfdd35-5f3f-6943-d77b-2104a8f954d7,WOONGJIN,,,웅진
9368099bd-da37-89b8-cbc6-ddda34f46951,JIN SEONG,,102,진성
93723ea66-6ee3-ef46-b074-0dc1f73b2d9c,NEW GEUM GANG,,,
9374dd166-6bcf-bab8-7e15-65ae920a6ae1,GLORY,,,
937fb2170-0705-4997-f714-776291461be1,BOKSUNG,,,복성 | 복승 | 복숭
93863110c-ca00-8c33-672a-2ea321bf4986,GEUMHWA,,1,금화
939e9ebd8-81e0-a4c9-291b-3e10733b1011,BANGJE,,7,방제
93a5b2078-8feb-ca13-595d-057d30f9bd9e,GEOSU,,,거수
93aa4f3b4-4d44-61ba-6b6d-1b64be9ef931,DAE UN,,,대운 | 대은
93ac12a0d-d3de-d6ca-a42b-5e484485959a,BAEKHO,,,백
93bbe98d6-6240-4d68-9c7a-b2e74cacad70,EUNSEONG,,,은성
93bf20e55-5280-f9fd-12da-dcb45e378164,SEONG UN,,2018,성운 | 성은
93dc6a6d5-5706-5b36-6fdd-be8088c9ab26,CHEONG SIN,,21,청신
93e23e626-66e2-6bdc-cecf-ecdb9642e7c1,DAE JIN,,,대진
946df1389-9e20-e52f-e96e-1c4d064bba29,YONG SUNG,,,용성 | 영성 | 용승
9474c6c91-1d5f-dd04-4637-eaacf7932687,CHANGJINHO.,,,창진
947d7094a-ad1f-377e-09d8-e14892f9c109,HEE SEONG,,107,희성
947dc818a-ade3-8529-4ed3-9cff18a77159,BU CHANG,102호,,부창
9486e9334-482d-a47d-0d3a-c5122f3212c1,YOUNGKWANG,97호,,영광 | 용광
94aa77ad8-8548-7a57-dfae-1c834daf95a0,MAN SU,,,만수
94b54440a-a4e5-dcec-d578-d487b6090564,HUIMANG,,,희망
94bb012f2-20be-02cf-a63b-14296390443b,MANGU,,88,만구 | 망우
94c208f73-3dbc-6d5f-14de-64c9a92f3b93,GIL YOUNG,,,길영 | 길용
94e39cfd2-283d-baac-7643-01e4c0fd21b2,JANG GYEONG,,,장경
94e5e463f-fafd-7b25-c386-aca79e580bb9,KUM JANG,,,금장
94eb93e40-09f2-97d8-d05f-d6d91a2b2438,TAE YANG,,,태양
9506462c7-7a08-aa22-808a-488d468c068c,GANG HYEON,,,강현
950d3dee3-3a7e-d37f-17f1-781797712e97,MY WAY,,,
952006dd1-146b-cd55-be6a-2e84b6236071,JINHEUNG,3호,,진흥
953923b1b-ba8f-3e61-dcac-55d0216e277f,JAEYUNG,708호,,재영 | 재용
9547fc366-6998-1d3a-79fb-3bbc824e4774,TEA YANG,3호,,태양
95592333f-f4fe-428b-e4fb-5e3e0c0d5f96,NO. KUM YOUNG,,303,금영 | 금용
955ad0a23-35ad-db8b-24eb-4f714f4640b1,,,588,
957b4320f-f294-ea2c-a73a-12c082b033ec,NO. RAINBOW,,2,
95821431d-dadd-e076-f6b9-91f0f0df8e7a,HWA CHANG,,67,화창
95aca9bc1-1b3b-ad26-5f84-d7d7f1058125,GYEONGMIN,,88,경민
95c5b9aaa-a2ba-48fc-0c47-3b101c3d8f0c,DAEMYEONG,,73,대명
95cb40d62-2734-a402-e7e7-1b978a901ad0,DONGBAEK,,,동백
95d18fa7d-dd3d-e862-f66f-b3c99b78c3a8,SUGYEONG,,,수경
95d2fd1d3-3758-b010-d4af-3edf39543c3b,DAE YEONG,,,대영
95f9f04e1-1d76-03e5-9796-8b7e4be9576d,JONGSEONG,,,종성
95fa21025-5dd4-c463-eee3-231aed96fe97,DONG NAM,,,동남
95fdfd283-315c-38b4-cfdb-be1ef9f1947f,K,,1,
961d90c62-2263-92d7-4def-a8c863d67003,GILJEONG,,605,길정
963cc34e3-390a-382d-5f9c-4c43991952b3,SAMYUNG,,3,삼영 | 삼용 | 사명
96407ad2e-e2d7-832a-fa74-c49241236bb3,HAESEONG,,13,해성
964e70813-3b32-52b3-d635-e9d68d9db040,MYEONG IN,,,명인
965606f2f-fe92-a680-66a0-d500901a6ac8,JAE SUNG,,2,재성 | 재승 | 재숭
966878811-1878-5d34-9980-519fda43da75,CHANGNAM,,7,창남
966d206d9-9270-df80-1323-c1622c5383d0,EC,1004호,,
967de42b2-2f83-61a0-d7ff-bedc5b7e9cde,WANNABE@,,,
968275c2e-e0e9-16b4-636f-abe146f1da7e,SHIN GWANG,,107,신광
9685a3fb6-6ede-b458-3eea-6f7021dc1249,JEONG MIN,,,정민
968b0985d-d7a2-432d-5911-6fa83a4e3929,JOYANG,,,조양
969ac60d0-0c39-21de-9b12-81ec7b46d736,GO RAE,,,고래
969f2258b-bb1f-007f-3647-669f369b2e84,KYUNG HAE,,700,경해
96aad1637-71d3-3bd5-709a-b5f7eac4d2f8,SONG KANG,2호,,송강 | 성강
96b909ee4-4849-a4e7-95da-d15c4e709ba9,DAE UNG,,583,대웅
96ce373f8-8100-4966-eb27-ed4ee9824b93,MYEONG SEONG,2009호,,명성
96d4b8a45-5726-e49e-78eb-9c47798f8732,MYUNG JUNG,,102,명정 | 명중
96e0da7c1-1607-442e-8206-f9ebff187e32,CHEON LL,338호,,
96e164399-9d40-3621-fcef-205b57513236,KANG YEONG,,,강영
96e70506c-c669-811d-a106-427036372390,CHUNGK WANG,,,
96e8da0c5-5a0a-8e04-12a1-5cb693517941,HEA DONG,,,해동
9708ef765-522b-4046-2be1-8ae018e6cef7,GWANG IL,,,광일
970ee2b85-534e-ae15-c8b2-a2841ccf457e,KEUN BADA,,,큰바다 | 근바다
970f7e08c-c5fc-5490-2987-35f34521f37c,GANG WON,,,강원
971b673d0-00c1-7554-6c91-02d332e79282,JEONJA,,,전자
97230460f-fe29-c2cd-39b8-032d4d364692,WOOJIN,2018호,,우진
97356097b-b5aa-2b2f-0a0d-dd44361008ce,SUNGGIL,,,성길 | 승길 | 숭길
973fc8b2b-baf7-3b21-eb94-d53d9f195a68,EUN HWA,,,은화
9750b4005-570f-f59a-d104-5bcfb0dbaeec,DONG JIN,,305,동진
975f23d95-542d-56fe-632d-676b31acab7d,CHEON SEUNG,,,천승 | 천세웅
977d6fd42-236b-fffd-8290-399f15933c74,NA REU SHA,,,
977ed2dfe-eb65-1d05-4955-2587e8253a5f,YEONGSEONG,,,영성
9791841b8-8348-0aae-3053-f04e5a812042,GONGJIN,,107,공진
9792bfc61-1535-a276-71a3-0449f77c4f43,EO MIN,,,어민
97bbffc16-6151-9429-8944-20f4aacf673c,FOXPUINGSOXULO,,,
97bf7ba3e-ecd4-edb1-efde-d167fea2bc42,MYEONG CHEON,,77,명천
97c682b3e-e17c-1f21-349f-9c6178db5490,DAE CHUNG,,,대충 | 대청
97c693a58-8956-9229-d9cb-a1dfc6195d12,DONG NAM,,,동남
97c7e9ce7-773d-6201-926d-23dcfb7ff2bd,NAMYANG,,90700,남양
97dd0cbf8-8ce3-e735-45f3-e4e546cac5cb,DQNG IL,,,
97e2e26f2-2705-9c45-453a-1d4c13831b67,HYEONG JE,,,형제
97f0532cb-ba9c-b6f2-df59-06fb69ce8ace,HEUNGSUNG,,206,흥성 | 흥승 | 흥숭
9812726b2-2660-9d42-de13-e88e18ccea2b,NO. GEUM HWA,,3,금화
9826951d1-1edc-8795-a3a8-b2937636d602,JE MIN SUNG,7호,,제민성 | 제민승 | 제민숭
9830d52f5-5502-495d-9afe-c7ae451fd2aa,JAEWON,,,재원
9838fdc8f-f57a-bcf5-73bf-5b2969cf712f,YU YOUNG,,,유영 | 유용
9854e95d5-5bfc-b1d9-bde5-8459c9f0e8c5,YOON SUNG,,,윤성
985e24fab-bcd5-68d7-0588-1b7b78c76495,MANSUNG,,,만성 | 만승 | 만숭
986a5c05b-b604-81d0-54ae-a6fef10e7f11,MYUNG CHEON,,88,명천
986cb4f25-5d2d-8502-a492-780e490e321b,SHIN CHANG,,107,신창
989a6d4e6-6591-386c-3d8a-c484f80c908b,YOL RO@,,,
98aa50482-220e-fe4c-aa90-4615a1ed0c05,YONG WOO,,,용우 | 영우
98b3887b7-7277-6291-eac0-3ac8c2d0344b,NO.GEUMBOK,,22,금복
98d3712c9-9006-a9b6-87dd-61fadf4e0364,JAE SUNG,,2021,재성 | 재승 | 재숭
98d7627f6-6812-26cf-13c9-c0ed101ef222,MI SEONG,202호,,미성
98ebb5beb-b872-32c3-5bda-85a950fe8c43,MAN SEON,,,만선
990fef0d5-50c5-3c70-992f-a8a3548d719a,GEO SEONG,,,거성
9916a8027-7036-ffc6-57bd-41470b0484eb,SE YEON,,,세연
991f7a7b8-8cc4-4d98-bb3f-92fcd84a31c0,YOUNG KWANG,,,영광 | 용광
992310e80-0936-4f8d-4537-f2dfbccb1551,DEA YUNG,0호,,대영 | 대용
9932b1b78-8e63-f17c-70ad-b83e151d1adf,MANSU,,,만수
99399a7fc-c521-b9f4-15b8-76973e3fc207,SHIN SUNG HO@,,,신성 | 신승 | 신숭
994d82f5d-d180-bdef-84ea-e45bf0afbf91,MOON SUNG,,21,문성 | 문승 | 문숭
996cf27d0-08c7-5a6d-eb82-96093593f746,SUNG HAE,,,성해 | 승해 | 숭해
997b36acf-fea3-38ac-e49c-67bb7512384e,YUNGJIN,,,영진 | 용진
998694455-5070-8016-eca7-f32a9fc05ca6,SIN YOUNG,,,신영 | 신용
9991f6304-4b7c-9660-400e-80e64ef38384,SUKWANG,2호,,석왕 | 숙왕 | 수광
99943ff4a-a246-f7cb-ed3d-84f1fc6b1c08,NAMSUNG,,2012,남성 | 남승 | 남숭
9994dd75d-d696-ee05-c491-9268747c8489,HAE DUK,,,해덕
99b4043fe-e7e6-250b-8d9a-8dad3949479a,JE IL,,,제일
99c34e0f8-80c1-2df4-079d-7a0c5e05e15c,SAM HWA,,,삼화
99c552e84-47d7-893f-482d-5dd20f20f566,SIN MYEONG,117호,,신명
99d255858-85fb-899a-4501-8f88409d00b4,TAE SUNG,,,태성 | 태승 | 태숭
9a1779283-3944-b63b-d98f-f9b6e1b555c1,KUM YUNG,,,금영 | 금용
9a24769c6-6376-f6a1-f863-8a14fc6cdad6,NA RA,,2,나라
9a26f35b4-4216-d827-e37d-0c4bb852c837,SUSEONG,,,수성
9a2b68465-5102-4b95-e2c5-ae22f5df81de,JIN SEONG,,,진성
9a3179780-0cd8-065b-589a-a5caf6be1808,TERRY,,,
9a4b05c2f-f308-e94b-64fe-98d762479342,SEO JIN,,,서진
9a4b897b8-86bc-a1c9-47dd-e5b72236aab0,SU WON,,,수원
9a5d1d6f6-6091-058b-5d4e-ad5e9a50babe,SEUNGMYEONG,,,세웅명
9a6a377ea-ab65-120f-e998-a4565d75ef98,CHIL SEONG,,,칠성
9a7f56108-81cf-e468-6a01-dfb9edeb9526,SAMBO,303호,,삼보
9aacd9522-2468-9841-1591-e707c525d951,E GYOUN,,,
9ab05e3e2-253d-4f11-7403-1853b67f0a6f,YUSUNG,,225,유성 | 유승 | 유숭
9ab1f5e61-12e0-b6c1-d657-1be91f1f25f2,YOUNG NAM,701호,,영남 | 용남
9abea90bf-facc-c216-add6-3770c2001ca5,GIL SEONG,2017호,,길성
9ad75fdc1-1651-7437-646e-88feff428b57,JUYEONG,,309,주영
9adb05d8d-d59b-e90a-ead7-8a4766e34432,HAE SUNG,,2001,해성 | 해승 | 해숭
9afd17f26-62b3-b46b-6881-0a7b862db972,MAN GANG,,,만강
9b02706e5-5574-b2f1-e60b-d9499962d1f7,NO. YEONGHWA,,301,영화
9b2ce1531-10d8-910d-9883-fb071eb27050,JO SUNG,,,조성 | 조승 | 조숭
9b353d8b2-2fb1-b9c2-20b4-d773756aea82,GEUM SUNG,3호,,금성 | 금승 | 금숭
9b387081e-ee36-b0d9-3b9b-036f1e99d04e,CHEONG RYONG,,829,청룡 | 청용
9b3e219c2-2aa8-ca2d-ee92-92dc9e959893,YEONG JIN,,,영진
9b3f7a371-1bec-682e-94b1-925a9100fd6c,JAESEONG,,2026,재성
9b5cb1da2-2135-57ed-eca1-56b4ecba4e98,MAN.SUNG,,,만성 | 만승 | 만숭
9b73fc146-68b8-d6f0-962a-81e6c02a07e1,A DAM,3호,,아담 | 에이담
9b86e7219-9196-3b8b-de70-cfc1bc11868b,YEO MYUNG@,,,여명
9b87fbfaf-f36e-d7ba-6d8f-7c012c6443c0,SUNG JIN,,,성진 | 승진 | 숭진
9b8832a3c-c407-03f5-e730-6d620e97d371,GANG YANG,,,강양 | 강향
9b8dcbf15-5952-9479-0f71-4a6ecad01882,BIKTORIA,,,
9b8f5a3a7-7384-9736-4f66-e0d5959d2da1,MAN JO,,2021,만조
9b91019fe-e594-f8ac-525d-ec169d139b9d,DAEBOK,,668,대복
9b93830fb-b0df-5ff6-d04a-4dae423cd94a,YU MEYNG,,,유명
9ba788819-997e-4dc9-6c1d-79fbe56b25ce,BAEK SANG EO,,2,백상어
9bc2b7081-1203-85fc-2fec-3ee93f3d1701,DONG HAE,,,동해
9be42478f-ffdb-3de3-bcc5-8d9943e0f957,HEUNGSIN,,21,흥신
9be7faa28-8629-bb2f-70cd-f350d57dad81,HAE RYONG,,,해룡 | 해용
9bef1ed16-6698-3e36-a3e6-9a8162ac12c5,PUNG KYUNG,,,풍경
9bf1921d5-5587-d3dd-18ac-f7138c13f01f,JINYANG,308호,,진양
9bf56c123-38df-c4c4-4658-a07799c01668,LUNA@,,,
9bfdfbd57-76d1-6e78-590e-ce32bd1b3711,GORYEO,,568,고려
9c10d73c0-0fb0-2c93-50ce-a88d4dda58db,CHEONBOK,,887,천복
9c13c29f7-7218-5abf-52e7-2a09e954f149,SHIN SU,,,신수
9c26e3254-45f0-a3f9-4d0e-aafd493da8ad,FISHING MANIA,,,
9c3b6da81-12a0-dffe-f23e-2bb44635fac4,PIL SEONG,,,
9c5200702-2e65-ac80-af3e-e717c0008fda,JINYOUNG,,5,진영 | 진용
9c565d44b-b3e8-2365-df75-b55be44f9447,SUYANG,,,수양
9c5867687-7ed0-0490-8687-5f9ddd16a8cd,DAEHAN,,,대한
9c6c05929-9f5d-7382-8343-b8a8dde6d29a,MYUNG RANG,,105,명랑
9c7519866-6227-38a8-855d-22e52a59be84,KING DUM,,,
9c763a2a7-75b2-6cc8-d83d-feecdff6c1c0,HO SAN NA,,1,호산나
9c8859519-9036-9aa3-5911-c4b4be265e97,WOONG BI,1호,,웅비
9c8a39c0a-a1d3-18e6-2d44-9af13fb1db3d,YUNGDEOK,,,영덕 | 용덕
9c91a0d3f-f97b-2539-b372-a6fb82a02fec,HWA YOUNG,,38,화영 | 화용
9cbdee25d-d7d2-2b0e-4c8e-26d31ae2e240,EUNSEONG,,,은성
9ccd59f69-93a6-7505-8d7a-e71f9401726e,VICTORY,,,
9cce60c78-8058-4459-c5b1-21887ee6f6e6,DAE GWANG,,,대광
9cd31e369-9019-1ec9-55b8-8bb1679a3999,STELLON,,,
9ce804645-56be-4a9b-df57-4897684d86c7,DAE WON,,,대원
9ce9523b8-88e3-b10f-a1f0-b91691daa589,JINHEUNG,,,진흥
9cfcf0ef0-0eb2-aa13-90ca-822f4a37aebb,DAE JIN,,105,대진
9d1b09755-5868-81ef-1858-a81c5dc5f02f,SUNGSIN,,,성신 | 승신 | 숭신
9d286602f-f461-02fc-7fa1-1acd598ee211,CHEOL YONG,,2001,철용
9d4ad2a26-66af-6164-d47d-f03a44ac0d07,KALIBEU,,,카리브
